cntr	ra	dec
3299087901351062915	318.5728202	-87.0911252
3299087901351055509	335.1896049	-87.0911233
87901351056971	357.07108	-87.0911183
899087901351059807	82.4959781	-87.0885159
2399087901351058471	242.1943758	-87.0885138
2999087901351061052	290.1394989	-87.0885094
3299087901351057413	331.0326661	-87.0885004
899087901351052313	99.9347292	-87.0884973
2099087901351057221	208.2550161	-87.0825519
599087901351059811	51.6311476	-87.0825492
2999087901351056989	302.3286471	-87.0825483
1799087901351051305	194.3372897	-87.0825478
2999087901351059388	294.524476	-87.0825457
2699087901351057705	267.600994	-87.081272
599087901351062848	50.4275882	-87.0812714
299087901351054822	37.9417862	-87.0812699
1499087901351058397	148.9036568	-87.0812685
299087901351056607	31.9462224	-87.0812661
1798086401351004480	185.1390015	-87.0750004
2999087901351063124	289.302034	-87.0749979
1499087901351059989	141.6356162	-87.0749977
2999087901351058191	292.2596015	-87.0749972
1199087901351063730	105.8586442	-87.0749926
1199087901351052713	130.9157002	-87.0698166
899087901351054529	95.9041382	-87.0698156
3299087901351057225	331.8239008	-87.0698138
2099087901351054274	217.7302678	-87.06981
599087901351060556	54.9899713	-87.0698098
2997086401351004828	301.8945478	-87.064371
1199086401351003782	125.3677864	-87.0643702
899087901351054512	98.6578995	-87.0643638
3197086401351002682	323.6726348	-87.0643621
2198086401351008312	213.2308883	-87.0643613
1199087901351062698	106.4764684	-87.0554898
2999087901351053445	308.7075432	-87.055482
1199086401351006277	122.2307646	-87.0554815
2999087901351054162	308.8861984	-87.0554757
2198086401351009493	212.9250543	-87.0554641
299087901351062349	18.5179234	-87.0527838
1199086401351006611	116.9558978	-87.0527809
2099087901351062373	197.6942419	-87.052776
1598086401351006424	159.1879756	-87.0527714
899087901351064296	77.1076676	-87.0527703
599086401351007484	52.2207009	-87.048041
999086401351009002	94.9584955	-87.0480369
399086401351007252	30.8839813	-87.0480356
1199087901351062526	110.2881208	-87.0480351
799086401351005931	82.783739	-87.0480343
1799087901351061553	167.1334612	-87.0423257
86401351005792	359.3486203	-87.0423244
2598086401351006120	260.3346561	-87.0423242
3299087901351062428	316.6445022	-87.0423239
2598086401351003104	263.4982301	-87.0423196
86401351009199	351.7055289	-87.0417114
999086401351008697	96.8021179	-87.0417087
1799087901351061086	168.5385354	-87.0417036
2699087901351062812	256.7291141	-87.0417021
86401351006030	2.5887482	-87.0417011
2598086401351006529	259.4369633	-87.0378622
2798086401351005308	279.5072215	-87.0378572
3397086401351003163	344.9504766	-87.0378501
1199087901351062227	109.8688988	-87.0378466
199086401351003168	28.1562046	-87.0378457
2999087901351063272	287.5723796	-87.0352362
999086401351003189	104.6075357	-87.0352333
3197086401351003918	323.5265401	-87.0352298
2198086401351003416	224.9041016	-87.0352268
86401351005412	358.819042	-87.0352244
2598086401351011346	250.5500981	-87.0327161
1399086401351007047	138.473752	-87.0327096
3397086401351008249	335.7767608	-87.0327085
3397086401351006752	337.5980151	-87.032706
3197086401351005728	318.1034374	-87.0327038
1399086401351011035	130.2120835	-87.0307743
86401351004591	6.1697011	-87.0307698
399086401351005094	40.909583	-87.0307691
1399086401351006014	139.826705	-87.030767
2398086401351005950	242.6160213	-87.0307653
86401351008767	351.816753	-87.0219832
1399086401351003965	146.2073348	-87.0219828
1199086401351008585	113.704747	-87.0219821
799086401351006846	77.3243224	-87.0219764
2198086401351008898	215.0320632	-87.0219708
3397086401351004893	347.4312956	-87.0018892
1598086401351004430	163.5525071	-87.0018887
1199086401351005658	116.9902698	-87.0018873
2198086401351003802	222.9810623	-87.0018803
799086401351002730	83.583773	-87.0018799
1998086401351006205	197.78513	-86.9987634
2198086401351004301	225.2215459	-86.9987558
1998086401351004417	206.121185	-86.9987532
86401351008115	351.1161165	-86.9987514
2598086401351006240	262.6631373	-86.9987471
999086401351002979	103.4581646	-86.9949311
86401351003329	3.1472125	-86.9949305
2198086401351005264	226.9639199	-86.9949275
799086401351003136	86.4905166	-86.9949263
399086401351003269	45.1477469	-86.9949183
1598086401351009016	154.1496988	-86.9923262
599086401351008172	54.6039184	-86.9923257
3397086401351003389	343.5494758	-86.9923239
2997086401351001218	311.91135	-86.9923206
2198086401351003071	228.1796331	-86.9923204
2198086401351008227	212.9919471	-86.9805263
3197086401351005556	320.2168662	-86.9805229
2198086401351006767	222.4766778	-86.9805196
999086401351004189	108.0987009	-86.9805191
199086401351003259	25.3866824	-86.9805179
86401351007500	0.4345294	-86.9798698
86401351003965	6.5690135	-86.9798554
1798086401351009308	171.8080276	-86.9798552
2198086401351006337	220.0066193	-86.9798546
199086401351006557	21.9132571	-86.9798529
1998086401351003530	207.1564506	-86.9792725
1598086401351002784	167.343627	-86.9792723
1199086401351007903	114.8110566	-86.9792699
1998086401351003574	203.1898878	-86.9792699
1399086401351003113	145.0630228	-86.9792654
2798086401351003044	282.9638214	-86.9690676
2198086401351005501	219.4854394	-86.9690662
2997086401351003048	303.7793004	-86.969061
1998086401351005997	197.999925	-86.9690599
86401351005205	357.1848331	-86.9690551
1798086401351007207	181.7530602	-86.967752
2198086401351007871	216.0976033	-86.9677514
199086401351008757	16.2022537	-86.9677491
2997086401351004154	306.7220894	-86.9677477
2198086401351003869	228.1884212	-86.9677474
2798086401351003203	286.4963711	-86.9652458
999086401351004590	106.2997918	-86.9652428
799086401351001645	89.0311658	-86.9652425
599086401351002703	64.7448527	-86.9652415
999086401351008202	94.2564281	-86.9652404
999086401351006216	98.5263886	-86.9609103
599086401351002855	66.9216544	-86.9609097
2997086401351002386	302.8651525	-86.9609093
199086401351004322	24.6641426	-86.9609045
399086401351005171	42.4241531	-86.960891
2198086401351006248	222.5827278	-86.957768
2198086401351006018	221.4299063	-86.9577642
799086401351004447	85.6649817	-86.957762
2997086401351007902	296.1639646	-86.9577601
1998086401351007041	198.5814803	-86.9577578
2997086401351003888	303.3437732	-86.9565808
2598086401351006206	257.5586583	-86.9565804
3197086401351004183	323.7368479	-86.9565785
399086401351006259	39.5916391	-86.9565783
2398086401351007110	239.320482	-86.9565783
2997086401351007732	295.1574366	-86.9496484
799086401351005769	80.1931348	-86.9496466
1399086401351007029	138.5255047	-86.9496425
799086401351002576	84.3467694	-86.9496414
2598086401351005149	267.4112125	-86.9496396
1598086401351003603	163.4668275	-86.9452751
1798086401351007089	178.3399552	-86.9452736
2997086401351007881	296.2123954	-86.9452727
799086401351012923	66.9227639	-86.9452721
2598086401351007078	258.8415756	-86.9452698
1598086401351001783	169.8157869	-86.9441092
199086401351001576	29.6713211	-86.9441071
999086401351011748	90.0779661	-86.9441054
799086401351004089	87.799491	-86.9441044
799086401351005167	85.5108159	-86.9441043
3197086401351006600	319.4836041	-86.9422734
1399086401351008684	135.3266376	-86.9422732
199086401351005440	18.3578618	-86.9422726
2798086401351006066	279.1887395	-86.9422717
1399086401351006284	142.5553515	-86.9422696
3197086401351009152	314.0517273	-86.9292792
399086401351005890	40.5590357	-86.9292762
399086401351005474	42.2732308	-86.9292759
3397086401351004008	344.3775335	-86.9292741
3397086401351001097	349.1554739	-86.9292714
3197086401351009378	316.4616667	-86.9267433
999086401351004092	103.5136365	-86.9267414
999086401351001895	109.0464589	-86.9267412
1199086401351008540	111.4469996	-86.9267379
2198086401351003531	227.7468745	-86.9267375
2598086401351006354	261.1836009	-86.916816
2598086401351004992	264.952909	-86.9168155
999086401351006972	98.6008163	-86.9168152
799086401351008727	72.8127179	-86.9168146
1598086401351011024	150.9089038	-86.9168066
999086401351007471	102.1345222	-86.9132611
1798086401351006145	178.919453	-86.9132584
2198086401351005137	227.1127236	-86.9132553
2598086401351005686	259.5675084	-86.9132529
999086401351006188	98.585933	-86.9132486
999086401351002968	104.1826234	-86.9074724
3197086401351003747	326.801478	-86.907472
2198086401351006990	221.183207	-86.9074708
399086401351003651	45.8754104	-86.9074704
399086401351002834	45.761735	-86.9074666
599086401351005040	60.3635586	-86.9017826
2798086401351007641	273.4352188	-86.9017816
799086401351008109	72.8019482	-86.9017788
1399086401351003152	145.3823256	-86.9017778
2198086401351009510	213.6864972	-86.9017743
3197086401351005896	321.1469954	-86.8715613
2398086401351003421	245.8497444	-86.8715578
2198086401351006841	217.3825696	-86.8715547
86401351005877	0.641394	-86.8715545
2598086401351008734	255.1198312	-86.8715528
2198086401351006213	217.2684838	-86.8642335
3397086401351003882	348.1372371	-86.8642321
1598086401351010502	150.7624984	-86.8642268
599086401351001910	69.1108397	-86.8642224
1798086401351006891	178.6185255	-86.8642211
3397086401351001761	349.8230128	-86.8623632
1798086401351010286	170.4827776	-86.8623616
3197086401351008328	313.4887969	-86.8623613
1399086401351009954	135.5554808	-86.8623608
399086401351002656	43.7759777	-86.8623564
3197086401351003983	323.5221023	-86.8567954
3397086401351007195	341.8917403	-86.8567954
3397086401351006277	336.930227	-86.8567949
3197086401351008424	311.5513684	-86.8567944
86401351004119	7.1611145	-86.8567918
1798086401351002628	191.9622772	-86.8549374
2798086401351005159	282.1311464	-86.8549365
1598086401351010392	151.2263408	-86.8549347
3397086401351003719	343.999637	-86.8549347
399086401351003717	45.6600335	-86.8549323
199086401351004291	22.8527788	-86.8523855
199086401351001072	28.9551575	-86.8523845
2997086401351004313	303.4594751	-86.8523829
3397086401351002718	344.8262754	-86.8523809
3397086401351003291	346.4669971	-86.8523808
1199086401351009621	111.8185163	-86.8488686
1399086401351003464	147.9541621	-86.8488675
599086401351005056	57.2546312	-86.8488667
599086401351009119	53.5723102	-86.8488634
2997086401351008171	293.8365292	-86.8488618
1998086401351006242	200.1018394	-86.8390571
86401351008323	352.0354358	-86.839056
2198086401351006683	221.4518382	-86.8390477
1598086401351003703	165.8606613	-86.8390472
199086401351008221	17.0238545	-86.8390463
2798086401351000916	289.5482507	-86.8384547
999086401351001617	108.9401414	-86.8384492
2997086401351001492	309.0116073	-86.8384487
1798086401351003794	185.8081109	-86.8384444
399086401351002517	46.9679324	-86.838444
599086401351004138	65.9845892	-86.8366106
3397086401351008546	334.6637551	-86.8366079
2997086401351000361	308.9020169	-86.8366017
1798086401351006332	182.0404522	-86.8365989
999086401351002954	103.3109005	-86.8365947
86401351008375	351.8075712	-86.8291974
2598086401351000911	268.8664494	-86.8291957
1399086401351006323	141.1284828	-86.8291928
1399086401351006618	140.6998711	-86.8291909
799086401351004135	85.0909305	-86.8291846
2798086401351006201	281.8752308	-86.8200647
599086401351008519	55.4943919	-86.8200538
199086401351004037	24.7799207	-86.8200452
3197086401351010395	309.9512021	-86.8200446
599086401351007094	60.8266812	-86.8200409
799086401351009649	72.0558916	-86.8170386
599086401351008690	56.0492979	-86.8170378
2798086401351000095	289.7614579	-86.8170366
3197086401351000575	328.6580333	-86.8170361
1598086401351006979	157.9543654	-86.8170334
2598086401351003976	268.2796974	-86.8153118
3397086401351008984	334.9836764	-86.815311
2598086401351005554	262.4995992	-86.8153086
1598086401351008701	153.1190124	-86.8153067
599086401351008452	51.618566	-86.8153062
2997086401351007866	296.1916427	-86.8140549
2198086401351008074	212.0156023	-86.8140503
1598086401351003161	164.0908826	-86.8140502
1399086401351005274	138.9152565	-86.8140489
2198086401351008615	215.3325949	-86.8140468
1199086401351007982	114.2807729	-86.8122106
199086401351008447	15.1565551	-86.81221
86401351006282	2.6657179	-86.8122095
399086401351000890	49.0547513	-86.812208
2598086401351012149	250.2609011	-86.8122073
1998086401351012536	191.2342782	-86.8033283
3197086401351011498	310.7446774	-86.803325
799086401351003887	82.9885349	-86.8033244
1998086401351011113	191.150576	-86.8033243
2798086401351005455	280.4687615	-86.8033202
1598086401351006461	161.7088477	-86.8003209
2798086401351003682	285.0376082	-86.800318
199086401351008456	14.1833103	-86.8003159
2198086401351002968	224.2805579	-86.8003135
199086401351008680	14.9097163	-86.8003113
2997086401351002431	306.1742094	-86.7991972
999086401351011175	90.0845099	-86.7991943
3197086401351002691	327.8395371	-86.7991923
199086401351012701	9.4703549	-86.799188
1798086401351003486	187.0886912	-86.7991826
2198086401351002919	226.4054184	-86.7923596
799086401351005522	77.8928715	-86.7923588
1199086401351000481	128.3446868	-86.7923584
2997086401351001623	308.9407707	-86.7923576
1399086401351006288	141.4499083	-86.7923557
2198086401351008230	212.3962971	-86.7917358
799086401351005556	77.9843117	-86.7917346
2398086401351012255	229.9810914	-86.7917333
1998086401351003821	205.0465955	-86.7917319
1399086401351005296	137.7238638	-86.7917285
799086401351008123	73.8535208	-86.7906434
1998086401351000995	208.3215713	-86.7906367
1598086401351003254	164.2982839	-86.7906354
1399086401351005675	137.4439065	-86.7906341
2398086401351002683	245.5705214	-86.79063
2798086401351003746	285.3195049	-86.7894546
2997086401351018351	301.3812735	-86.7894546
799086401351018634	78.7431487	-86.7894531
1399086401351004003	146.8917293	-86.7894521
1998086401351010674	191.1674665	-86.7894519
1998086401351000456	208.8045251	-86.7889119
1199086401351019548	119.5023671	-86.7889098
2198086401351009089	214.3076415	-86.7889082
399086401351010378	30.1786637	-86.7889073
799086401351004712	83.9167676	-86.7889018
86401351018483	359.7389038	-86.7827281
799086401351021871	83.7918264	-86.7827241
1598086401351016391	155.9061249	-86.782724
1399086401351003229	147.0514316	-86.7827166
399086401351018835	39.2368377	-86.7827155
2598086401351018602	257.6709477	-86.7821216
1399086401351002770	147.6803709	-86.7821215
2598086401351007797	251.6365151	-86.7821197
199086401351019090	22.1423629	-86.7821192
3397086401351002679	347.4321591	-86.7821134
1399086401351003493	144.7569312	-86.7802952
2598086401351008286	251.5228753	-86.7802951
86401351004305	5.166786	-86.7802945
3397086401351003642	344.6347842	-86.7802916
2398086401351015836	236.8402939	-86.780289
2798086401351018975	277.3396499	-86.7778919
2198086401351008241	214.0217713	-86.7778873
1598086401351021824	164.1213358	-86.7778851
2598086401351017358	256.4094326	-86.7778836
399086401351017791	41.2334412	-86.777881
1598086401351003706	167.4604411	-86.777279
2198086401351021421	222.7129352	-86.7772785
399086401351018045	38.5902827	-86.7772773
2598086401351017332	254.5393746	-86.777266
2198086401351002747	227.234564	-86.7772635
599086401351009692	50.9964254	-86.7755673
599086401351010532	50.6579638	-86.7755665
1399086401351004550	146.7984026	-86.775564
3397086401351021160	342.5673359	-86.7755624
799086401351017042	76.4694568	-86.7755611
2997086401351019437	297.6024046	-86.7743189
1399086401351021851	145.0699021	-86.7743183
1199086401351019551	119.0347944	-86.7743157
3197086401351003621	326.2546459	-86.7743055
1998086401351021258	205.0088017	-86.7743033
599086401351015777	56.4785641	-86.7737158
3397086401351021999	344.2320875	-86.7737078
1998086401351019997	199.5615198	-86.7737073
2398086401351018142	239.2914333	-86.7737051
1199086401351003533	127.5550679	-86.7737047
2997086401351010536	290.7038888	-86.7595387
599086401351020047	67.6504093	-86.7595311
999086401351022281	106.868577	-86.7595289
1998086401351017044	194.2083551	-86.7595261
3397086401351000694	349.4215063	-86.7595258
2798086401351022222	283.6416273	-86.7571804
1998086401351020726	204.1775268	-86.7571796
1199086401351017044	113.8033589	-86.7571772
2598086401351018590	259.734959	-86.7571756
86401351011161	350.9437875	-86.7571753
1798086401351022117	187.9457789	-86.7537066
999086401351017818	102.1094958	-86.7537047
2798086401351020039	281.0756937	-86.7537029
999086401351021625	105.9738896	-86.7537028
1598086401351019083	158.79894	-86.7537022
1199086401351011900	110.6643316	-86.7513423
1998086401351020784	204.5216841	-86.7513392
3197086401351016491	316.2769974	-86.7513361
1798086401351011074	170.5366546	-86.7513313
199086401351018015	18.4151061	-86.7513312
1399086401351019222	139.8634544	-86.7501695
2398086401351021852	243.0751271	-86.7501693
3197086401351011329	309.9829403	-86.7501689
3397086401351018972	337.5595959	-86.7501687
1399086401351020543	147.2545273	-86.7501675
799086401351020384	83.620414	-86.7490066
2198086401351000104	229.7713239	-86.7490061
599086401351019412	68.1509468	-86.7490043
1598086401351015857	152.5577938	-86.7490039
1798086401351017169	173.9978881	-86.7489988
599086401351014473	53.4707335	-86.7369883
1998086401351018175	198.9814084	-86.7369879
1998086401351018937	199.2533344	-86.7369855
1798086401351019272	178.6449849	-86.7369828
1399086401351000971	152.9065508	-86.7369807
3397086401351016623	335.0562316	-86.7364071
199086401351019593	18.0975239	-86.7364069
86401351018418	359.0193303	-86.7364069
2198086401351015688	215.0415928	-86.7364032
1199086401351016761	114.9576241	-86.7364012
599086401351015780	55.5183985	-86.7352693
1998086401351016899	192.8451211	-86.7352673
2997086401351020964	307.566941	-86.7352624
799086401351023375	89.0506343	-86.7352619
1798086401351015884	174.6474517	-86.7352616
399086401351018229	40.1732063	-86.7341161
86401351021166	5.6312382	-86.7341057
2198086401351015755	215.6285506	-86.7341032
2598086401351016425	254.1319831	-86.7341023
1998086401351015520	194.4759974	-86.7340888
2198086401351021543	223.4168523	-86.7324124
1399086401351018163	138.1413497	-86.732412
3197086401351018943	319.2586777	-86.7324091
399086401351020122	46.9367551	-86.732405
1598086401351019620	160.4224252	-86.7324043
2997086401351021372	302.7720594	-86.720311
399086401351019507	37.7408466	-86.7203089
2598086401351015905	256.8077418	-86.7203083
1798086401351023847	188.3767249	-86.7203079
2798086401351025673	290.6469999	-86.7203055
1598086401351013248	150.7858067	-86.7186615
1399086401351022377	143.0833861	-86.7186554
2598086401351021455	263.9527676	-86.7186468
2798086401351019000	278.6836303	-86.7186468
2398086401351021491	246.4984445	-86.7186446
3397086401351018580	338.7651139	-86.715133
199086401351015372	16.3595252	-86.7151289
799086401351018357	77.3560202	-86.7151278
1598086401351020477	162.9538303	-86.7151252
399086401351014820	32.7747206	-86.7151231
1598086401351020742	167.2777738	-86.7145722
999086401351021974	104.3782187	-86.7145665
2598086401351014203	250.3605293	-86.7145615
599086401351022231	69.4946717	-86.7145613
1998086401351018943	197.3076724	-86.7145613
2798086401351022419	285.7519806	-86.706617
999086401351019499	102.3529093	-86.7066169
399086401351013171	31.6899812	-86.7066129
599086401351017288	58.8238764	-86.7066124
1598086401351019329	159.8894588	-86.7066122
1199086401351016470	115.234221	-86.7008983
3397086401351021439	343.7101229	-86.7008979
1399086401351021677	143.5528026	-86.7008969
999086401351016774	96.2792219	-86.7008954
2398086401351021040	243.2975055	-86.7008943
1598086401351018524	159.8992246	-86.6938285
1199086401351016179	113.642365	-86.6938263
2598086401351021303	263.6922131	-86.6938253
3397086401351024404	348.8942218	-86.6938228
1998086401351025237	208.6751836	-86.6938163
399086401351016262	33.3862171	-86.6829104
1399086401351015749	133.4549492	-86.6829089
3397086401351013732	330.2545915	-86.6829076
199086401351015393	15.5399334	-86.682906
1399086401351016522	134.2481004	-86.6828994
3397086401351020008	339.1594282	-86.6755051
199086401351024230	29.3576061	-86.6755036
399086401351019637	37.6702929	-86.6755027
1399086401351015834	132.5871303	-86.6755021
3197086401351021965	327.8163869	-86.6754988
3397086401351018415	340.8249849	-86.6693239
2997086401351018439	297.3265157	-86.6693239
1598086401351017893	161.6174328	-86.6693216
799086401351018320	82.4605274	-86.6693215
2997086401351016996	296.703993	-86.6693187
2598086401351019086	259.4619438	-86.6670562
1798086401351023983	188.9474616	-86.6670528
86401351021494	6.5526758	-86.6670507
2997086401351015111	292.0445929	-86.6670475
1399086401351018607	137.5923298	-86.6670468
2598086401351017301	251.7552078	-86.6665031
3197086401351021803	327.4754401	-86.6665
399086401351020700	46.2645634	-86.6664995
2798086401351022570	286.896502	-86.666497
2798086401351021878	286.1560111	-86.666493
2198086401351015686	213.50493	-86.6635608
86401351018014	359.3966397	-86.663558
999086401351013258	90.157071	-86.6635558
1998086401351023365	209.3121245	-86.6635548
2798086401351018779	280.6293437	-86.6635546
999086401351012883	91.6362714	-86.6630033
799086401351020663	82.7036525	-86.6630029
86401351020764	4.1896736	-86.6629988
86401351018664	1.4419187	-86.662998
2798086401351017212	275.051216	-86.6629972
86401351018034	2.189637	-86.6568288
2198086401351015694	212.879823	-86.6568264
799086401351013718	71.1827754	-86.656826
1199086401351022327	127.9919084	-86.6568239
799086401351018444	82.3668359	-86.6568209
2598086401351021128	262.5775472	-86.6540193
999086401351023814	109.3385653	-86.6540163
1598086401351020363	166.6931567	-86.6540118
599086401351020402	64.5922302	-86.6540106
1199086401351018131	120.9554555	-86.6539964
2997086401351013617	290.0848196	-86.6499827
2598086401351020127	258.3735501	-86.6499745
1598086401351013078	149.9158815	-86.6499744
2398086401351016396	237.0282431	-86.6499669
1199086401351018235	118.0961802	-86.6499649
399086401351017915	40.5762118	-86.6449227
1399086401351015928	136.6215997	-86.6449214
2997086401351021148	303.6123579	-86.6449214
1598086401351016185	152.9837804	-86.6449206
2198086401351024043	228.4874523	-86.6449197
1798086401351020416	187.1875347	-86.6280607
3197086401351023993	328.8988008	-86.6280528
1598086401351015344	156.2536451	-86.6280524
2398086401351019092	238.172658	-86.6280513
399086401351021493	47.1730281	-86.6280508
599086401351012979	50.920835	-86.623633
1598086401351015265	153.2334338	-86.623633
1998086401351016031	193.8720825	-86.6236302
2598086401351018656	262.2771466	-86.6236254
1399086401351021427	144.3530746	-86.6236231
999086401351015620	95.2170748	-86.6219724
86401351023113	9.3942981	-86.6219678
1998086401351016768	192.7262467	-86.6219661
86401351018355	0.1271243	-86.62196
199086401351024792	29.8236741	-86.6219589
1798086401351019184	178.3268468	-86.6207956
3397086401351022210	344.9592206	-86.6207944
1598086401351015643	153.0665909	-86.6207875
2198086401351023475	229.546186	-86.6207852
2598086401351015809	254.0744366	-86.620782
1399086401351014293	130.5887368	-86.6202193
2198086401351022751	228.9280703	-86.6202175
1199086401351018775	119.3081341	-86.6202152
2798086401351024483	288.6106105	-86.6202129
2798086401351021141	283.713563	-86.6202105
1998086401351015749	192.5073533	-86.6184309
3197086401351019389	318.3994043	-86.6184305
799086401351013864	71.4630182	-86.6184258
2997086401351017989	300.7623257	-86.6184245
399086401351018175	41.6479269	-86.6184225
86401351019045	0.6759528	-86.616815
2598086401351017454	255.0252282	-86.6168118
399086401351015084	32.0658597	-86.6168114
2997086401351014853	286.7323304	-86.6168114
3397086401351021837	346.2176329	-86.6168087
86401351024534	8.0565196	-86.6161943
599086401351017618	61.4934637	-86.616192
86401351016705	355.2394577	-86.6161911
3397086401351014078	330.3380328	-86.6161835
799086401351021050	83.9083513	-86.6161814
1998086401351019098	202.0714045	-86.6134776
1998086401351022493	205.927561	-86.6134776
399086401351014988	37.0592059	-86.6134762
2598086401351023091	268.1279043	-86.6134748
2398086401351019631	241.6329233	-86.6134706
2798086401351015887	274.2286755	-86.6127921
799086401351021673	83.1622907	-86.6127896
799086401351019161	81.4658163	-86.6127831
3397086401351018704	340.1010298	-86.6127821
1598086401351014841	150.7527542	-86.61278
199086401351020386	25.5166478	-86.6117533
2598086401351021941	265.9836232	-86.6117506
1399086401351021207	146.6586523	-86.6117455
199086401351021190	27.154257	-86.6117427
199086401351015283	12.9070587	-86.6117423
86401351021470	7.4019452	-86.6049331
2198086401351018827	218.6271652	-86.6049315
3397086401351019689	337.5082306	-86.6049314
3397086401351019496	338.6324577	-86.6049295
3197086401351015057	308.7058224	-86.6049264
199086401351024135	28.055219	-86.5986933
1199086401351018639	120.5219788	-86.5986879
3197086401351018275	318.8472956	-86.5986869
199086401351019793	21.2984415	-86.5986851
199086401351020765	25.5316996	-86.5986826
3397086401351019949	341.8999797	-86.5975141
86401351025018	8.5003057	-86.597514
3397086401351016123	332.4502667	-86.5975125
1798086401351023127	189.5406355	-86.5975091
2798086401351021326	287.0123126	-86.5975081
2198086401351016411	216.8762103	-86.5946727
599086401351012940	51.5881605	-86.5946701
1399086401351020674	142.6425586	-86.5946677
3397086401351019197	338.2974976	-86.5946651
2798086401351019477	280.1008456	-86.5946641
999086401351021802	104.4061377	-86.5940902
3197086401351019596	318.8503419	-86.5940901
2798086401351023412	288.220326	-86.5940898
599086401351017579	57.915467	-86.5940866
1399086401351016527	132.5243112	-86.5940786
1998086401351019774	201.2086789	-86.5873968
2198086401351021660	225.2527602	-86.5873929
1399086401351015677	136.3731972	-86.5873927
999086401351019015	97.7275594	-86.5873926
3397086401351016958	333.8019578	-86.5873921
399086401351020656	45.6288439	-86.5857684
1199086401351013187	110.7423958	-86.5857648
199086401351019274	19.1619663	-86.5857623
2798086401351018896	281.0311146	-86.5857587
86401351024181	8.5631681	-86.585755
799086401351021390	86.8849666	-86.5807823
2198086401351021392	223.3819859	-86.580782
86401351022021	4.3969978	-86.5807812
1598086401351018080	160.9000455	-86.5807799
2398086401351021622	244.2147577	-86.5807785
2798086401351018929	281.0937657	-86.5741078
1798086401351023190	188.6486948	-86.5740981
1399086401351017133	133.1370527	-86.574098
2598086401351017182	252.1359193	-86.5740964
2398086401351022135	245.3448315	-86.5740947
2997086401351020594	305.3022751	-86.5707382
399086401351023437	49.6031828	-86.5707368
199086401351021763	27.4916621	-86.5707335
86401351016785	354.9346476	-86.5707319
399086401351012494	30.0476294	-86.5707279
199086401351018166	18.3565767	-86.5673606
999086401351022423	106.6147543	-86.5673597
2398086401351020069	237.8932392	-86.5673574
1199086401351020670	122.5470429	-86.5673562
2198086401351021018	224.0216586	-86.5673559
2598086401351017070	256.3220797	-86.5667888
2198086401351024179	227.8638469	-86.5667873
2598086401351014255	249.8932314	-86.5667871
3197086401351015964	314.0350188	-86.5667867
399086401351018251	39.2290558	-86.5667847
1998086401351015681	194.6143362	-86.5656592
599086401351015517	53.0895743	-86.5656589
3197086401351015814	315.7504883	-86.5656505
86401351022233	6.5703491	-86.5656486
3197086401351019527	318.6928653	-86.565644
399086401351018978	41.0852635	-86.5651516
199086401351013466	10.1991105	-86.5651395
3397086401351018380	339.2135789	-86.565139
2798086401351019677	279.9125238	-86.5651372
2598086401351013154	251.7938724	-86.5651353
86401351013652	352.0330091	-86.55831
199086401351020519	26.5968079	-86.5583068
3397086401351022250	346.1763008	-86.5583045
1598086401351019249	158.5738829	-86.5583039
399086401351017976	38.4735282	-86.5583034
1199086401351021995	122.551678	-86.5549349
199086401351015417	16.6036237	-86.5549347
199086401351020379	23.916515	-86.5549345
3197086401351023371	329.4596461	-86.5549334
2198086401351016443	212.3777872	-86.554933
399086401351012407	31.3299487	-86.553201
1399086401351023113	149.6726215	-86.5531984
1399086401351019372	139.4047363	-86.5531941
199086401351015360	16.3962658	-86.5531938
3197086401351012615	310.5047131	-86.5531935
799086401351019067	81.2652193	-86.5504338
799086401351018053	79.4610177	-86.5504317
999086401351019229	101.3668386	-86.5504315
1598086401351018963	159.9832763	-86.5504236
2798086401351022808	283.413822	-86.5504225
1998086401351023615	208.5382232	-86.5443837
2798086401351016993	275.3913456	-86.544383
3197086401351020663	325.9558556	-86.5443821
1598086401351019322	158.1298271	-86.5443779
1798086401351021292	187.4135725	-86.5443778
1998086401351016243	193.5629004	-86.5421372
1199086401351015642	112.9051295	-86.5421331
2997086401351017953	300.3047305	-86.5421306
86401351024685	8.2102118	-86.5421262
2798086401351020606	277.3480945	-86.5421231
199086401351018802	18.7323233	-86.5409865
2398086401351015939	235.2025023	-86.5409863
1598086401351024073	169.6779946	-86.5409833
2198086401351019297	218.914456	-86.5409813
1998086401351016419	193.3275842	-86.5409795
2398086401351023622	249.5530078	-86.5398271
2798086401351021299	284.0546234	-86.5398266
2997086401351018897	297.2272814	-86.5398265
1998086401351022337	206.5501545	-86.5398263
3197086401351014290	310.9031349	-86.5398258
999086401351020700	105.6880261	-86.5359359
3397086401351021225	342.7930426	-86.5359344
2398086401351015785	234.1945335	-86.5359321
2198086401351022021	223.9333626	-86.5359243
2598086401351021412	263.6919258	-86.5359216
599086401351023357	68.2656352	-86.5213518
2598086401351020962	264.0130006	-86.5213499
999086401351019824	100.8727627	-86.5213431
1598086401351013954	151.2706571	-86.5213428
199086401351019103	20.4983003	-86.5213401
2198086401351019256	220.9450047	-86.5096822
399086401351016108	36.0715911	-86.5096775
1798086401351018104	182.2045017	-86.5096682
399086401351012158	30.7904726	-86.5096672
2598086401351017804	254.8281695	-86.5096664
399086401351012939	31.726074	-86.5069149
